success,status,gemarkung,flur,a_datum,a_datum_dmy,quartal,gemeinde,ogc_fid,type
true,true,Bornhöved,019012008,2023-11-06,06.11.2023,11_2023,Bornhöved,3836,alkis
true,true,Trittau,015139011,2023-11-06,06.11.2023,11_2023,Trittau,3837,alkis
true,true,Henstedt,019047008,2023-11-06,06.11.2023,11_2023,Henstedt-Ulzburg,3838,alkis
true,true,Wakendorf I,019125003,2023-11-06,06.11.2023,11_2023,Wakendorf I,3839,alkis
true,true,Raa-Besenbek,016566008,2023-11-06,06.11.2023,11_2023,Raa-Besenbek,3840,alkis
true,true,Poggensee,015097004,2023-11-06,06.11.2023,11_2023,Bad Oldesloe,3841,alkis
true,true,Negernbötel,019080010,2023-11-06,06.11.2023,11_2023,Negernbötel,3842,alkis
true,true,Wulfsdorf,012733001,2023-11-06,06.11.2023,11_2023,Probsteierhagen,3843,alkis
true,true,Sieverstedt,011127008,2023-11-06,06.11.2023,11_2023,Sieverstedt,3844,alkis
true,true,Oldenswort,011614024,2023-11-06,06.11.2023,11_2023,Oldenswort,3845,alkis
true,true,Klein Rönnau,019065004,2023-11-06,06.11.2023,11_2023,Klein Rönnau,3846,alkis
true,true,Wittbek,011595007,2023-11-06,06.11.2023,11_2023,Wittbek,3847,alkis
true,true,Enge,015517002,2023-11-06,06.11.2023,11_2023,Enge-Sande,3848,alkis
true,true,Neukirchen,015542023,2023-11-06,06.11.2023,11_2023,Neukirchen,3849,alkis
true,true,Tungendorf,014570004,2023-11-06,06.11.2023,11_2023,"Neumünster, Stadt",3850,alkis
true,true,Lütjenburg,016105008,2023-11-06,06.11.2023,11_2023,Lütjenburg,3851,alkis
true,true,Bondelum,011509005,2023-11-06,06.11.2023,11_2023,Bondelum,3852,alkis
true,true,Osterhever,011617001,2023-11-06,06.11.2023,11_2023,Osterhever,3853,alkis
true,true,Schülp bei Rendsburg,010385003,2023-11-06,06.11.2023,11_2023,Schülp b. Rendsburg,3854,alkis
true,true,Süderdeich,013362002,2023-11-06,06.11.2023,11_2023,Süderdeich,3855,alkis
true,true,Groß Pampau,017076001,2023-11-06,06.11.2023,11_2023,Groß Pampau,3856,alkis
true,true,Godderstorf,014048002,2023-11-06,06.11.2023,11_2023,Neukirchen,3857,alkis
true,true,Morsum,015541007,2023-11-06,06.11.2023,11_2023,Sylt,3858,alkis
true,true,Quickborn,016565037,2023-11-06,06.11.2023,11_2023,Quickborn,3859,alkis
true,true,Fitzen,017054005,2023-11-06,06.11.2023,11_2023,Fitzen,3860,alkis
true,true,Westerhorn,016585009,2023-11-06,06.11.2023,11_2023,Westerhorn,3861,alkis
true,true,Sachsenwald,017220008,2023-11-06,06.11.2023,11_2023,"Sachsenwald, Forstgutsbez.",3862,alkis
true,true,Stockelsdorf,010601003,2023-11-06,06.11.2023,11_2023,Stockelsdorf,3863,alkis
true,true,Sarnekow,017233005,2023-11-06,06.11.2023,11_2023,Besenthal,3864,alkis
true,true,Quickborn,016565031,2023-11-06,06.11.2023,11_2023,Quickborn,3865,alkis
true,true,Wenningstedt-Braderup,015546006,2023-11-06,06.11.2023,11_2023,Wenningstedt-Braderup (Sylt),3866,alkis
true,true,Wildenhorst,016204003,2023-11-06,06.11.2023,11_2023,Rastorf,3867,alkis
true,true,Wallsbüll,011156006,2023-11-06,06.11.2023,11_2023,Wallsbüll,3868,alkis
true,true,Kotzenbüll,011610004,2023-11-06,06.11.2023,11_2023,Kotzenbüll,3869,alkis
true,true,Neu Horst,017189001,2023-11-06,06.11.2023,11_2023,Horst,3870,alkis
true,true,Gribbohm,012036010,2023-11-06,06.11.2023,11_2023,Gribbohm,3871,alkis
true,true,Bornhöved,019012006,2023-11-06,06.11.2023,11_2023,Bornhöved,3872,alkis
