success,status,gemarkung,flur,a_datum,a_datum_dmy,quartal,gemeinde,ogc_fid,type
False,false,,,,,,,,
true,true,Elbmündung,013026001,2023-11-06,06.11.2023,11_2023,- frei -,1,alkis
true,true,Elbmündung,013026002,2023-11-06,06.11.2023,11_2023,- frei -,2,alkis
true,true,Elbmündung,013026008,2023-11-06,06.11.2023,11_2023,- frei -,3,alkis
true,true,Elbmündung,013026009,2023-11-06,06.11.2023,11_2023,- frei -,4,alkis
true,true,Elbmündung,013026003,2023-11-06,06.11.2023,11_2023,- frei -,5,alkis
true,true,Elbmündung,013026004,2023-11-06,06.11.2023,11_2023,- frei -,6,alkis
true,true,Elbmündung,013026007,2023-11-06,06.11.2023,11_2023,- frei -,7,alkis
true,true,Tönning,011623039,2023-11-06,06.11.2023,11_2023,Tönning,8,alkis
true,true,Elbmündung,013026006,2023-11-06,06.11.2023,11_2023,- frei -,9,alkis
true,true,Nordstrand,011556019,2023-11-06,06.11.2023,11_2023,Nordstrand,10,alkis
true,true,Ziethen,017290001,2023-11-06,06.11.2023,11_2023,Ziethen,11,alkis
true,true,Lammershagen,016096001,2023-11-06,06.11.2023,11_2023,Lammershagen,12,alkis
true,true,Curau,010516000,2023-11-06,06.11.2023,11_2023,Stockelsdorf,13,alkis
true,true,Geesthacht,017060000,2023-11-06,06.11.2023,11_2023,Geesthacht,14,alkis
true,true,Ratekau,010581000,2023-11-06,06.11.2023,11_2023,Ratekau,15,alkis
true,true,Elpersbüttel,013027014,2023-11-06,06.11.2023,11_2023,Elpersbüttel,16,alkis
true,true,Groß Steinrade,013513000,2023-11-06,06.11.2023,11_2023,"Lübeck, Hansestadt",17,alkis
true,true,Flensburger Förde,011191007,2023-11-06,06.11.2023,11_2023,Westerholz,18,alkis
true,true,Kollow,017146001,2023-11-06,06.11.2023,11_2023,Kollow,19,alkis
true,true,Luschendorf,010560000,2023-11-06,06.11.2023,11_2023,Ratekau,20,alkis
true,true,Gronenberg,010533000,2023-11-06,06.11.2023,11_2023,Scharbeutz,21,alkis
true,true,Elbmündung,013026010,2023-11-06,06.11.2023,11_2023,- frei -,22,alkis
true,true,Dissau,010518000,2023-11-06,06.11.2023,11_2023,Stockelsdorf,23,alkis
true,true,Flensburg-H,011247052,2023-11-06,06.11.2023,11_2023,"Flensburg, Stadt",24,alkis
true,true,Hattstedtermarsch,011527025,2023-11-06,06.11.2023,11_2023,Hattstedtermarsch,25,alkis
true,true,Neuhaus-Giekau,016121014,2023-11-06,06.11.2023,11_2023,Giekau,26,alkis
true,true,Alt Horst,017003001,2023-11-06,06.11.2023,11_2023,Horst,27,alkis
true,true,Großhansdorf,015037001,2023-11-06,06.11.2023,11_2023,Großhansdorf,28,alkis
true,true,Mannhagen,017173001,2023-11-06,06.11.2023,11_2023,Panten,29,alkis
true,true,Glückstadt,012034006,2023-11-06,06.11.2023,11_2023,Glückstadt,30,alkis
true,true,Schürsdorf,010589000,2023-11-06,06.11.2023,11_2023,Scharbeutz,31,alkis
true,true,Karolinenkoog,013332011,2023-11-06,06.11.2023,11_2023,Karolinenkoog,32,alkis
true,true,Sarkwitz,010586000,2023-11-06,06.11.2023,11_2023,Scharbeutz,33,alkis
true,true,Trave und Dassower See,013534002,2023-11-06,06.11.2023,11_2023,"Lübeck, Hansestadt",34,alkis
true,true,Groß Parin,010534000,2023-11-06,06.11.2023,11_2023,Bad Schwartau,35,alkis
true,true,Plöner See,016130003,2023-11-06,06.11.2023,11_2023,Plön,36,alkis
true,true,Panten,017202001,2023-11-06,06.11.2023,11_2023,Panten,37,alkis
true,true,Arfrade,010503000,2023-11-06,06.11.2023,11_2023,Stockelsdorf,38,alkis
true,true,Gleschendorf,010527000,2023-11-06,06.11.2023,11_2023,Scharbeutz,39,alkis
true,true,Plöner See,016128001,2023-11-06,06.11.2023,11_2023,Ascheberg (Holstein),40,alkis
true,true,Lütjenwestedt,010261003,2023-11-06,06.11.2023,11_2023,Tackesdorf,41,alkis
true,true,Jörl,011066001,2023-11-06,06.11.2023,11_2023,Jörl,42,alkis
true,true,Handewitt,011047009,2023-11-06,06.11.2023,11_2023,Handewitt,43,alkis
true,true,Nordermeldorf,013455001,2023-11-06,06.11.2023,11_2023,Nordermeldorf,44,alkis
true,true,Südermarsch,011586005,2023-11-06,06.11.2023,11_2023,Südermarsch,45,alkis
true,true,Rensefeld,010582000,2023-11-06,06.11.2023,11_2023,Bad Schwartau,46,alkis
true,true,Pansdorf,010577000,2023-11-06,06.11.2023,11_2023,Ratekau,47,alkis
true,true,Rodenäs,015551012,2023-11-06,06.11.2023,11_2023,Rodenäs,48,alkis
true,true,Trave und Dassower See,013534003,2023-11-06,06.11.2023,11_2023,"Lübeck, Hansestadt",49,alkis
true,true,Gothendorf,010529000,2023-11-06,06.11.2023,11_2023,Süsel,50,alkis
true,true,Glashütte,019031004,2023-11-06,06.11.2023,11_2023,"Buchholz, Forstgutsbezirk",51,alkis
true,true,Wittensee (See),010456002,2023-11-06,06.11.2023,11_2023,Groß Wittensee,52,alkis
true,true,Ratzeburg,017209017,2023-11-06,06.11.2023,11_2023,Ratzeburg,53,alkis
true,true,Nordstrand,011556002,2023-11-06,06.11.2023,11_2023,Nordstrand,54,alkis
true,true,Elpersbüttel,013027013,2023-11-06,06.11.2023,11_2023,Elpersbüttel,55,alkis
true,true,Hattstedtermarsch,011527026,2023-11-06,06.11.2023,11_2023,Hattstedtermarsch,56,alkis
true,true,Hemmelsdorf,010541004,2023-11-06,06.11.2023,11_2023,Timmendorfer Strand,57,alkis
true,true,Heidmühlen,019182010,2023-11-06,06.11.2023,11_2023,"Buchholz, Forstgutsbezirk",58,alkis
true,true,Groß Wesenberg,015036001,2023-11-06,06.11.2023,11_2023,Wesenberg,59,alkis
true,true,Wittensee (See),010456001,2023-11-06,06.11.2023,11_2023,Groß Wittensee,60,alkis
true,true,Ratzeburg,017209018,2023-11-06,06.11.2023,11_2023,Ratzeburg,61,alkis
true,true,Halloher Gehege,014538002,2023-11-06,06.11.2023,11_2023,Boostedt,62,alkis
true,true,Offendorf,010574000,2023-11-06,06.11.2023,11_2023,Ratekau,63,alkis
true,true,Flensburger Förde,011222001,2023-11-06,06.11.2023,11_2023,Glücksburg (Ostsee),64,alkis
true,true,Dellstedt,013309004,2023-11-06,06.11.2023,11_2023,Dellstedt,65,alkis
true,true,Flensburger Förde,011222002,2023-11-06,06.11.2023,11_2023,Glücksburg (Ostsee),66,alkis
true,true,Wesselburenerkoog,013379004,2023-11-06,06.11.2023,11_2023,Wesselburenerkoog,67,alkis
true,true,Steenrade,010600000,2023-11-06,06.11.2023,11_2023,Scharbeutz,68,alkis
true,true,Lübbersdorf,014109001,2023-11-06,06.11.2023,11_2023,Oldenburg in Holstein,69,alkis
true,true,Ockholm,011559013,2023-11-06,06.11.2023,11_2023,Ockholm,70,alkis
true,true,Neuhof-Ruppersdorf,010569000,2023-11-06,06.11.2023,11_2023,Ratekau,71,alkis
true,true,Nordstrand,011556006,2023-11-06,06.11.2023,11_2023,Nordstrand,72,alkis
true,true,Nordermeldorf,013455002,2023-11-06,06.11.2023,11_2023,Nordermeldorf,73,alkis
true,true,Schmalenbeck,015110001,2023-11-06,06.11.2023,11_2023,Großhansdorf,74,alkis
true,true,List,015538005,2023-11-06,06.11.2023,11_2023,List auf Sylt,75,alkis
true,true,Tetenbüll,011622025,2023-11-06,06.11.2023,11_2023,Tetenbüll,76,alkis
true,true,F.-W.-Lübke-Koog,015521002,2023-11-06,06.11.2023,11_2023,Friedrich-Wilhelm-Lübke-Koog,77,alkis
true,true,Haselau,016530011,2023-11-06,06.11.2023,11_2023,Haselau,78,alkis
true,true,Trave und Dassower See,013534001,2023-11-06,06.11.2023,11_2023,"Lübeck, Hansestadt",79,alkis
true,true,List,015538004,2023-11-06,06.11.2023,11_2023,List auf Sylt,80,alkis
true,true,Sereetz,010593000,2023-11-06,06.11.2023,11_2023,Ratekau,81,alkis
true,true,Brokdorf,012021019,2023-11-06,06.11.2023,11_2023,Brokdorf,82,alkis
true,true,Nordermeldorf,013455003,2023-11-06,06.11.2023,11_2023,Nordermeldorf,83,alkis
true,true,Olpenitz,018130002,2023-11-06,06.11.2023,11_2023,Kappeln,84,alkis
true,true,Wewelsfleth,012131020,2023-11-06,06.11.2023,11_2023,Wewelsfleth,85,alkis
true,true,Barlt,013008016,2023-11-06,06.11.2023,11_2023,Barlt,86,alkis
true,true,Schafhaus,019183001,2023-11-06,06.11.2023,11_2023,"Buchholz, Forstgutsbezirk",87,alkis
true,true,Flensburger Förde,011188006,2023-11-06,06.11.2023,11_2023,Langballig,88,alkis
true,true,Schwienkuhlen,010591000,2023-11-06,06.11.2023,11_2023,Ahrensbök,89,alkis
true,true,Pagensand,016561001,2023-11-06,06.11.2023,11_2023,Seestermühe,90,alkis
true,true,Südermarsch,011586008,2023-11-06,06.11.2023,11_2023,Südermarsch,91,alkis
true,true,Nordstrand,011556009,2023-11-06,06.11.2023,11_2023,Nordstrand,92,alkis
true,true,Nebel,015503009,2023-11-06,06.11.2023,11_2023,Nebel,93,alkis
true,true,Großenwiehe,011038003,2023-11-06,06.11.2023,11_2023,Großenwiehe,94,alkis
true,true,Obernwohlde,010573000,2023-11-06,06.11.2023,11_2023,Stockelsdorf,95,alkis
true,true,Dunkelsdorf,010519000,2023-11-06,06.11.2023,11_2023,Ahrensbök,96,alkis
true,true,Eckernförde,010084003,2023-11-06,06.11.2023,11_2023,Eckernförde,97,alkis
true,true,Schlei,010374001,2023-11-06,06.11.2023,11_2023,Kosel,98,alkis
true,true,Schwartau,010590000,2023-11-06,06.11.2023,11_2023,Bad Schwartau,99,alkis
true,true,Bosbüll,015509001,2023-11-06,06.11.2023,11_2023,Bosbüll,100,alkis
true,true,Brunsbüttel,013016112,2023-11-06,06.11.2023,11_2023,Brunsbüttel,101,alkis
true,true,Halloher Gehege,014538001,2023-11-06,06.11.2023,11_2023,Boostedt,102,alkis
true,true,Südermarsch,011586007,2023-11-06,06.11.2023,11_2023,Südermarsch,103,alkis
true,true,Himmelmoor,016539001,2023-11-06,06.11.2023,11_2023,Quickborn,104,alkis
true,true,List,015538003,2023-11-06,06.11.2023,11_2023,List auf Sylt,105,alkis
true,true,Timmdorf,010606005,2023-11-06,06.11.2023,11_2023,Malente,106,alkis
true,true,Plöner See,016130002,2023-11-06,06.11.2023,11_2023,Plön,107,alkis
true,true,F.-W.-Lübke-Koog,015521001,2023-11-06,06.11.2023,11_2023,Friedrich-Wilhelm-Lübke-Koog,108,alkis
true,true,Hartenholm,019180002,2023-11-06,06.11.2023,11_2023,"Buchholz, Forstgutsbezirk",109,alkis
true,true,Blumendorf,015015006,2023-11-06,06.11.2023,11_2023,Bad Oldesloe,110,alkis
true,true,Hartenholm,019180003,2023-11-06,06.11.2023,11_2023,"Buchholz, Forstgutsbezirk",111,alkis
true,true,Nordstrand,011556007,2023-11-06,06.11.2023,11_2023,Nordstrand,112,alkis
true,true,Schaalsee,017236001,2023-11-06,06.11.2023,11_2023,Seedorf,113,alkis
true,true,Flensburger Förde,011222003,2023-11-06,06.11.2023,11_2023,Glücksburg (Ostsee),114,alkis
true,true,Krumbeck,010554000,2023-11-06,06.11.2023,11_2023,Stockelsdorf,115,alkis
true,true,Malente,010562009,2023-11-06,06.11.2023,11_2023,Malente,116,alkis
true,true,Südermarsch,011586002,2023-11-06,06.11.2023,11_2023,Südermarsch,117,alkis
true,true,Gaarz,014043006,2023-11-06,06.11.2023,11_2023,Göhl,118,alkis
true,true,Flensburger Förde,011189005,2023-11-06,06.11.2023,11_2023,Munkbrarup,119,alkis
true,true,Pönitz,010579000,2023-11-06,06.11.2023,11_2023,Scharbeutz,120,alkis
true,true,St. Peter-Ording,011619018,2023-11-06,06.11.2023,11_2023,Sankt Peter-Ording,121,alkis
true,true,Holtdorfer Gehege,010190001,2023-11-06,06.11.2023,11_2023,Bargstedt,122,alkis
true,true,Dobersdorf,016028003,2023-11-06,06.11.2023,11_2023,Dobersdorf,123,alkis
true,true,Guttauer Gehege,014062001,2023-11-06,06.11.2023,11_2023,Kellenhusen (Ostsee),124,alkis
true,true,Pohnsdorf,010578000,2023-11-06,06.11.2023,11_2023,Stockelsdorf,125,alkis
true,true,Schillsdorf,014558004,2023-11-06,06.11.2023,11_2023,Schillsdorf,126,alkis
true,true,Tetenbüll,011622026,2023-11-06,06.11.2023,11_2023,Tetenbüll,127,alkis
true,true,Plöner See,016130006,2023-11-06,06.11.2023,11_2023,Plön,128,alkis
true,true,Westerau,015144002,2023-11-06,06.11.2023,11_2023,Westerau,129,alkis
true,true,Ratzeburg,017209016,2023-11-06,06.11.2023,11_2023,Ratzeburg,130,alkis
true,true,Kampen,015545001,2023-11-06,06.11.2023,11_2023,Kampen (Sylt),131,alkis
true,true,Flensburger Förde,011222004,2023-11-06,06.11.2023,11_2023,Glücksburg (Ostsee),132,alkis
true,true,Klixbüll,015533011,2023-11-06,06.11.2023,11_2023,Klixbüll,133,alkis
true,true,Walksfelde,017273001,2023-11-06,06.11.2023,11_2023,Walksfelde,134,alkis
true,true,St. Peter-Ording,011619019,2023-11-06,06.11.2023,11_2023,Sankt Peter-Ording,135,alkis
true,true,Groß Rheide,018046006,2023-11-06,06.11.2023,11_2023,Groß Rheide,136,alkis
true,true,Siggen,014170002,2023-11-06,06.11.2023,11_2023,Heringsdorf,137,alkis
true,true,Sollwitt,011583002,2023-11-06,06.11.2023,11_2023,Sollwitt,138,alkis
true,true,Klein Parin,010550000,2023-11-06,06.11.2023,11_2023,Stockelsdorf,139,alkis
true,true,Warnsdorf,010607000,2023-11-06,06.11.2023,11_2023,Ratekau,140,alkis
true,true,Horsdorf,010545000,2023-11-06,06.11.2023,11_2023,Stockelsdorf,141,alkis
true,true,Malkendorf,010564000,2023-11-06,06.11.2023,11_2023,Stockelsdorf,142,alkis
true,true,Meldorf,013061016,2023-11-06,06.11.2023,11_2023,Meldorf,143,alkis
true,true,Fahretoft,015519013,2023-11-06,06.11.2023,11_2023,Dagebüll,144,alkis
true,true,Großes Haaler Gehege,010134001,2023-11-06,06.11.2023,11_2023,Nienborstel,145,alkis
true,true,Schulau-Spitzerdorf,016573007,2023-11-06,06.11.2023,11_2023,Wedel,146,alkis
true,true,Breitenburg,012020005,2023-11-06,06.11.2023,11_2023,Breitenburg,147,alkis
true,true,Hörnum,015524002,2023-11-06,06.11.2023,11_2023,Hörnum (Sylt),148,alkis
true,true,Techau,010604000,2023-11-06,06.11.2023,11_2023,Ratekau,149,alkis
true,true,Emkendorf,010097002,2023-11-06,06.11.2023,11_2023,Emkendorf,150,alkis
true,true,Fohlenkoppel-Neuenhau,015028001,2023-11-06,06.11.2023,11_2023,Reinfeld (Holstein),151,alkis
true,true,Jahrsdorf,010200004,2023-11-06,06.11.2023,11_2023,Jahrsdorf,152,alkis
true,true,Großes Haaler Gehege,010134002,2023-11-06,06.11.2023,11_2023,Nienborstel,153,alkis
true,true,Kronprinzenkoog,013052022,2023-11-06,06.11.2023,11_2023,Kronprinzenkoog,154,alkis
true,true,Niederkleveez,016125001,2023-11-06,06.11.2023,11_2023,Plön,155,alkis
true,true,Wester-Ohrstedt,011592001,2023-11-06,06.11.2023,11_2023,Wester-Ohrstedt,156,alkis
true,true,Ahrenviöl,011502005,2023-11-06,06.11.2023,11_2023,Ahrenviöl,157,alkis
true,true,Eckernförde,010084020,2023-11-06,06.11.2023,11_2023,Eckernförde,158,alkis
true,true,Hetlingen,016537022,2023-11-06,06.11.2023,11_2023,Hetlingen,159,alkis
true,true,Westerland,015565019,2023-11-06,06.11.2023,11_2023,Sylt,160,alkis
true,true,Jörl,011066003,2023-11-06,06.11.2023,11_2023,Jörl,161,alkis
true,true,Südermarsch,011586009,2023-11-06,06.11.2023,11_2023,Südermarsch,162,alkis
true,true,Heidmühlen,019182007,2023-11-06,06.11.2023,11_2023,"Buchholz, Forstgutsbezirk",163,alkis
true,true,Neudorf,016119001,2023-11-06,06.11.2023,11_2023,Hohwacht (Ostsee),164,alkis
true,true,Timmersiek,011146003,2023-11-06,06.11.2023,11_2023,Handewitt,165,alkis
true,true,Jübek,018055007,2023-11-06,06.11.2023,11_2023,Jübek,166,alkis
true,true,Heidmoor,019138005,2023-11-06,06.11.2023,11_2023,Heidmoor,167,alkis
true,true,Kollmar,012060039,2023-11-06,06.11.2023,11_2023,Kollmar,168,alkis
true,true,Bargfeld,014502001,2023-11-06,06.11.2023,11_2023,Aukrug,169,alkis
true,true,Flensburger Förde,011190008,2023-11-06,06.11.2023,11_2023,Steinberg,170,alkis
true,true,Schmalfeld,019099014,2023-11-06,06.11.2023,11_2023,Schmalfeld,171,alkis
true,true,Schlei,018262001,2023-11-06,06.11.2023,11_2023,Schleswig,172,alkis
true,true,Schafflund,011168009,2023-11-06,06.11.2023,11_2023,Schafflund,173,alkis
true,true,Nordstrand,011556001,2023-11-06,06.11.2023,11_2023,Nordstrand,174,alkis
true,true,Flensburger Förde,011222005,2023-11-06,06.11.2023,11_2023,Glücksburg (Ostsee),175,alkis
true,true,Wewelsfleth,012131021,2023-11-06,06.11.2023,11_2023,Wewelsfleth,176,alkis
true,true,Jörl,011066004,2023-11-06,06.11.2023,11_2023,Jörl,177,alkis
true,true,Lütjenhorn,015539004,2023-11-06,06.11.2023,11_2023,Achtrup,178,alkis
true,true,Nordstrand,011556010,2023-11-06,06.11.2023,11_2023,Nordstrand,179,alkis
true,true,Trent,016189002,2023-11-06,06.11.2023,11_2023,Lehmkuhlen,180,alkis
true,true,Hartenholm,019180001,2023-11-06,06.11.2023,11_2023,"Buchholz, Forstgutsbezirk",181,alkis
true,true,Hahnheide,015155005,2023-11-06,06.11.2023,11_2023,Trittau,182,alkis
true,true,Tinnum,015560009,2023-11-06,06.11.2023,11_2023,Sylt,183,alkis
true,true,Jevenstedt,010202005,2023-11-06,06.11.2023,11_2023,Jevenstedt,184,alkis
true,true,Hobbersdorf,010542000,2023-11-06,06.11.2023,11_2023,Ratekau,185,alkis
true,true,Jevenstedt,010202008,2023-11-06,06.11.2023,11_2023,Jevenstedt,186,alkis
true,true,Heidmoor,019138002,2023-11-06,06.11.2023,11_2023,Heidmoor,187,alkis
true,true,Oster-Treia,018090002,2023-11-06,06.11.2023,11_2023,Treia,188,alkis
true,true,Südermarsch,011586001,2023-11-06,06.11.2023,11_2023,Südermarsch,189,alkis
true,true,Tetenhusen,018116008,2023-11-06,06.11.2023,11_2023,Tetenhusen,190,alkis
true,true,Flensburger Förde,011231008,2023-11-06,06.11.2023,11_2023,Steinbergkirche,191,alkis
true,true,Rendswühren,014557006,2023-11-06,06.11.2023,11_2023,Rendswühren,192,alkis
true,true,Koselau,014093001,2023-11-06,06.11.2023,11_2023,Riepsdorf,193,alkis
true,true,Wesselburenerkoog,013379001,2023-11-06,06.11.2023,11_2023,Wesselburenerkoog,194,alkis
true,true,Großenwiehe,011038002,2023-11-06,06.11.2023,11_2023,Großenwiehe,195,alkis
true,true,Busenwurth,013020006,2023-11-06,06.11.2023,11_2023,Busenwurth,196,alkis
true,true,Groß Rheide,018046004,2023-11-06,06.11.2023,11_2023,Groß Rheide,197,alkis
true,true,Sagau,014154002,2023-11-06,06.11.2023,11_2023,Kasseedorf,198,alkis
true,true,Jevenstedt,010202004,2023-11-06,06.11.2023,11_2023,Jevenstedt,199,alkis
true,true,Risum-Lindholm,015550029,2023-11-06,06.11.2023,11_2023,Risum-Lindholm,200,alkis
true,true,Hetlingen,016537021,2023-11-06,06.11.2023,11_2023,Hetlingen,201,alkis
true,true,Rehm,013351004,2023-11-06,06.11.2023,11_2023,Rehm-Flehde-Bargen,202,alkis
true,true,Joldelund,011538002,2023-11-06,06.11.2023,11_2023,Joldelund,203,alkis
true,true,Heidmühlen,019182009,2023-11-06,06.11.2023,11_2023,"Buchholz, Forstgutsbezirk",204,alkis
true,true,Galmsbüll,015522018,2023-11-06,06.11.2023,11_2023,Galmsbüll,205,alkis
true,true,Rohlsdorf,010583000,2023-11-06,06.11.2023,11_2023,Ratekau,206,alkis
true,true,Lütjenhorn,015539001,2023-11-06,06.11.2023,11_2023,Achtrup,207,alkis
true,true,Sievershagen,014169002,2023-11-06,06.11.2023,11_2023,Manhagen,208,alkis
true,true,Auufer,012005004,2023-11-06,06.11.2023,11_2023,Auufer,209,alkis
true,true,Grammersdorf,010531000,2023-11-06,06.11.2023,11_2023,Ratekau,210,alkis
true,true,Hahnheide,015155001,2023-11-06,06.11.2023,11_2023,Trittau,211,alkis
true,true,Süderhackstedt,011139001,2023-11-06,06.11.2023,11_2023,Süderhackstedt,212,alkis
true,true,Tetenhusen,018116011,2023-11-06,06.11.2023,11_2023,Tetenhusen,213,alkis
true,true,Krumstedt,013054004,2023-11-06,06.11.2023,11_2023,Krumstedt,214,alkis
true,true,Keelbek,011071001,2023-11-06,06.11.2023,11_2023,Tarp,215,alkis
true,true,Bargenstedt,013007004,2023-11-06,06.11.2023,11_2023,Bargenstedt,216,alkis
true,true,Görtz,014049001,2023-11-06,06.11.2023,11_2023,Heringsdorf,217,alkis
true,true,Rehm,013351003,2023-11-06,06.11.2023,11_2023,Rehm-Flehde-Bargen,218,alkis
true,true,Hahnheide,015155002,2023-11-06,06.11.2023,11_2023,Trittau,219,alkis
true,true,Odderade,013070011,2023-11-06,06.11.2023,11_2023,Odderade,220,alkis
true,true,Sprakebüll,015555003,2023-11-06,06.11.2023,11_2023,Sprakebüll,221,alkis
true,true,Högel,011531008,2023-11-06,06.11.2023,11_2023,Högel,222,alkis
true,true,Siggen,014170001,2023-11-06,06.11.2023,11_2023,Heringsdorf,223,alkis
true,true,Heidmoor,019138009,2023-11-06,06.11.2023,11_2023,Heidmoor,224,alkis
true,true,Nordhastedt,013069002,2023-11-06,06.11.2023,11_2023,Nordhastedt,225,alkis
true,true,Haselau,016530012,2023-11-06,06.11.2023,11_2023,Haselau,226,alkis
true,true,Oster-Ohrstedt,011566007,2023-11-06,06.11.2023,11_2023,Oster-Ohrstedt,227,alkis
true,true,Sprakebüll,015555002,2023-11-06,06.11.2023,11_2023,Sprakebüll,228,alkis
true,true,Trave und Dassower See,013534004,2023-11-06,06.11.2023,11_2023,"Lübeck, Hansestadt",229,alkis
true,true,Hemme,013324006,2023-11-06,06.11.2023,11_2023,Hemme,230,alkis
true,true,Friedrichsgabekoog,013316004,2023-11-06,06.11.2023,11_2023,Friedrichsgabekoog,231,alkis
true,true,Ratzeburg,017209011,2023-11-06,06.11.2023,11_2023,Ratzeburg,232,alkis
true,true,Garkau,010525000,2023-11-06,06.11.2023,11_2023,Scharbeutz,233,alkis
true,true,F.-W.-Lübke-Koog,015521003,2023-11-06,06.11.2023,11_2023,Friedrich-Wilhelm-Lübke-Koog,234,alkis
true,true,Norderfriedrichskoog,011613002,2023-11-06,06.11.2023,11_2023,Norderfriedrichskoog,235,alkis
true,true,Sprakebüll,015555001,2023-11-06,06.11.2023,11_2023,Sprakebüll,236,alkis
true,true,Sollwitt,011583001,2023-11-06,06.11.2023,11_2023,Sollwitt,237,alkis
true,true,Süderhackstedt,011139002,2023-11-06,06.11.2023,11_2023,Süderhackstedt,238,alkis
true,true,Plön,016131003,2023-11-06,06.11.2023,11_2023,Plön,239,alkis
true,true,Galmsbüll,015522014,2023-11-06,06.11.2023,11_2023,Galmsbüll,240,alkis
true,true,Oldenswort,011614041,2023-11-06,06.11.2023,11_2023,Oldenswort,241,alkis
true,true,Fissau,010524008,2023-11-06,06.11.2023,11_2023,Eutin,242,alkis
true,true,Pagensand,016561002,2023-11-06,06.11.2023,11_2023,Seestermühe,243,alkis
true,true,Windbergen,013100011,2023-11-06,06.11.2023,11_2023,Windbergen,244,alkis
true,true,Jübek,018055006,2023-11-06,06.11.2023,11_2023,Jübek,245,alkis
true,true,Medelby,011173002,2023-11-06,06.11.2023,11_2023,Medelby,246,alkis
true,true,Risum-Lindholm,015550030,2023-11-06,06.11.2023,11_2023,Risum-Lindholm,247,alkis
true,true,Kollmar,012169037,2023-11-06,06.11.2023,11_2023,Glückstadt,248,alkis
true,true,Fargau,012706002,2023-11-06,06.11.2023,11_2023,Fargau-Pratjau,249,alkis
true,true,Wester-Ohrstedt,011592006,2023-11-06,06.11.2023,11_2023,Wester-Ohrstedt,250,alkis
true,true,Ahrenviöl,011502001,2023-11-06,06.11.2023,11_2023,Ahrenviöl,251,alkis
true,true,Cleve,010515000,2023-11-06,06.11.2023,11_2023,Bad Schwartau,252,alkis
true,true,Emkendorf,010097003,2023-11-06,06.11.2023,11_2023,Emkendorf,253,alkis
true,true,Joldelund,011538001,2023-11-06,06.11.2023,11_2023,Joldelund,254,alkis
true,true,Südermarsch,011586003,2023-11-06,06.11.2023,11_2023,Südermarsch,255,alkis
true,true,Olpenitz,018130003,2023-11-06,06.11.2023,11_2023,Kappeln,256,alkis
true,true,Gaarz,014043002,2023-11-06,06.11.2023,11_2023,Göhl,257,alkis
true,true,Wesselburenerkoog,013379003,2023-11-06,06.11.2023,11_2023,Wesselburenerkoog,258,alkis
true,true,Hörup,011056004,2023-11-06,06.11.2023,11_2023,Hörup,259,alkis
true,true,Stendorf,014175002,2023-11-06,06.11.2023,11_2023,Kasseedorf,260,alkis
true,true,Westerau,015144001,2023-11-06,06.11.2023,11_2023,Westerau,261,alkis
true,true,Joldelund,011538004,2023-11-06,06.11.2023,11_2023,Joldelund,262,alkis
true,true,Riesbriek,011116004,2023-11-06,06.11.2023,11_2023,Lindewitt,263,alkis
true,true,Sprakebüll,015555004,2023-11-06,06.11.2023,11_2023,Sprakebüll,264,alkis
true,true,Kl.Offenseth-Bokels. Moor,016545001,2023-11-06,06.11.2023,11_2023,Klein Offenseth-Sparrieshoop,265,alkis
true,true,Galmsbüll,015522013,2023-11-06,06.11.2023,11_2023,Galmsbüll,266,alkis
true,true,Munkwolstrup,011098010,2023-11-06,06.11.2023,11_2023,Oeversee,267,alkis
true,true,Volsemenhusen,013109006,2023-11-06,06.11.2023,11_2023,Volsemenhusen,268,alkis
true,true,Schalkholz,013356008,2023-11-06,06.11.2023,11_2023,Schalkholz,269,alkis
true,true,Friedrichsort,012504001,2023-11-06,06.11.2023,11_2023,"Kiel, Landeshauptstadt",270,alkis
true,true,Eckhorst,010520000,2023-11-06,06.11.2023,11_2023,Stockelsdorf,271,alkis
true,true,Haeven,010537000,2023-11-06,06.11.2023,11_2023,Ratekau,272,alkis
true,true,Krogaspe,010236005,2023-11-06,06.11.2023,11_2023,Krogaspe,273,alkis
true,true,Rendswühren,014557001,2023-11-06,06.11.2023,11_2023,Rendswühren,274,alkis
true,true,Nordstrand,011556008,2023-11-06,06.11.2023,11_2023,Nordstrand,275,alkis
true,true,Odderade,013070014,2023-11-06,06.11.2023,11_2023,Odderade,276,alkis
true,true,Neufelderkoog,013106008,2023-11-06,06.11.2023,11_2023,Neufelderkoog,277,alkis
true,true,Rendswühren,014557007,2023-11-06,06.11.2023,11_2023,Rendswühren,278,alkis
true,true,Ostrohe,013346002,2023-11-06,06.11.2023,11_2023,Ostrohe,279,alkis
true,true,Brunsbüttel,013016017,2023-11-06,06.11.2023,11_2023,Brunsbüttel,280,alkis
true,true,Groß Buchwald,014531001,2023-11-06,06.11.2023,11_2023,Groß Buchwald,281,alkis
true,true,Reußenköge,011572036,2023-11-06,06.11.2023,11_2023,Reußenköge,282,alkis
true,true,Nordhastedt,013069003,2023-11-06,06.11.2023,11_2023,Nordhastedt,283,alkis
true,true,Osterby,011174004,2023-11-06,06.11.2023,11_2023,Osterby,284,alkis
true,true,Rosenhof,014151004,2023-11-06,06.11.2023,11_2023,Grube,285,alkis
true,true,Högel,011531005,2023-11-06,06.11.2023,11_2023,Högel,286,alkis
